tweet,subtask_a,subtask_b,subtask_c
तुझे नोटिफिकेशन ऑन केलेत परंतु नाव दिसलं का शिव्या येतात तोंडात राव,,,
पांडुरंग हरी वासुदेव हरी तु तुझ्या घरी मी माझ्या घरी भेटु लस आल्यावरी,,,
विद्यापीठांच्या अंतिम वर्षाच्या परीक्षा रद्द करण्यासाठी जसा संघटनांनी पुढाकार घेतला तसा या विद्यार्थ्यांना चांगला रोजगा…,,,
प्रती अंतर्गत टा…,,,
छुपा रुस्तम डॉ मैथिली सावंत,,,
खो खो या खेळात सर्वोच्च पुरस्कारपण तरीही नोकरीपासून अद्याप दूरच म,,,
अहो पण त्या योगीला मुघलांचे म्युझियम बांधायची गरजच काय होती? आत वस्तू ठेवणार मुघलांच्या आणि महाराजां…,,,
आजकाल ९ १० वी च्या मुला मुलींना माहिती कुठे भेटता पण पोलिसांना माहिती नाही,,,
सावित्रीबाई फुले पुणे विद्यापीठासोबत इतर विद्यापीठांच्या एमसीक्यू बेस्ड परीक्षा ऑफलाइन आणि ऑनलाइन अशा दोन्ही पर्या…,,,
आज ‘अक्षरनामा मध्ये किमान आरोग्य सुविधा पुरवण्यापासून राज्यसंस्था कशी काय पळ काढू शकते? देवेंद्र शिरुरकर,,,
शांताबाई नंतर नाव घराघरात पोहचणारे नाव म्हणजे सोनू काहींची घरं अनधिकृत तर काहींच्या घरात अनधिकृत…,,,
किमान आज तरी नीट बोलाल असे वाटले होते पण शेवटी आपले मूळ गुण उधळले साली कळेल तुम्हारा अस्तित्व मिट जयेगा,,,
तुमच्या तोंडात साखर पडो विखे पाटील कारखान्याची ती घाण जाऊदे आपल्या राज्यातून तुम्ही तर साकडं घाला…,,,
मुंबईचा कर्णधार रोहितची २ वर्षाची मुलगी आहे खूपच हुशार पहा व्हिडिओ,,,
पदार्पणाच्या वर्षातच संघाला एक नव्हे तर दोन ट्रॉफी दिल्या जिंकून आता तोच खेळाडू बनवेल विराटच्या आरसीबीला विजेता…,,,
आणि आपल्या मते यामुळेच आपल्या देशातील लोकांनी भाजपला राक्षसी बहुमत दिले असेल तर त्यांचा मला आहे आणि आपल्या मते…,,,
पंजाबमधील सीमेवर लढत असलेला जवान वर्षभर तिकडे असतो त्याला इकडे मुलगा झाल्याचे तार करून कळविले जाते म…,,,
भाऊ संगमनेर तालुक्यातील गाव आहे माझे साली मी जमीन बँकेकडे गहान ठेऊन लाख रुपयांचे…,,,
देशाच्या नव्या संसदेचे बांधकाम टाटा करणार टाटा प्रोजेक्ट लिमिटेड ची निविदा सर्वात कमी किमतीची ठरली देशातल्या नामां…,,,
समोरचा आपल्याला काय समजतो ते जाणून घेणे खूप महत्वाचं असतं नाहीतर आपण नाती सांभाळत बसतो आणि समोरचा बुद्धिबळाच्या चा…,,,
चे पत्रकार ज्या तडफेने लोकांच्या अंगावर पडून ओरडतात किंचाळतात प्रश्न विचारण्याच्या ना…,,,
कंगनाचं तांडव सुरू असताना मराठा आरक्षणाला स्थगिती नोकरी आणि शिक्षणातील आरक्षण नं नाकारलं,,,
विदर्भात पुराचे पाणी शिरून भंडारा गोंदिया चंद्रपूर आणि गडचिरोली जिल्ह्यात मोठे नुकसान झाले आहे मात्र अजूनही राज्य स…,,,
आज खरंच बुधवार आहे खोटं बोलू नका‌ १८०० वाल्या काकू,,,
भाऊ संगमनेर तालुक्यातील गाव आहे माझे साली मी जमीन बँकेकडे गहान ठेऊन लाख रुपयांचे कर्ज…,,,
अंतिम वर्ष सत्राच्या नियमित विद्यार्थ्यांची परीक्षा ऑक्‍टोबर ते ऑक्‍टोबर या कालावधीत घेतली जाणार आहे प…,,,
मुंबई पोलीस आपले घटनादत्त कार्य पार पाडत असताना…,,,
तुम्हाला हवी ती,,,
माणसाची आर्थिक स्थिती कितीही चांगली असली तरीही जीवनाचा खरा आनंद घेण्यासाठी त्याची मनस्थिती चांगली असावी लागते,,,
आणि मग येतात तुमच्या सारखे लोक वरच बरोबर असून तरी परत बघणारे म्हणजे एवढा पण नाय का…,,,
भारतात आर्य समाज संघटनेची स्थापना १८७५ साली आणि निजामी राज्यात १९२० साली झाली १९३० ४० च्या सुमारास धर्मवीर वामन…,,,
मी पण उद्या राष्ट्रपती ची भेट घेणार आणि २०१४ साली लोकसभा निवडणुकीत मोदीनी १५…,,,
मला माहित आहे इथे गुलामांना मंद सैनिकांना सळो कि पळो करायला लावणारा,,,
ने संपूर्ण जगाला इशारा दिला आहे की कोरोनाचे संकट लवकर जाणार नाही पण इशारा हा आहे की पुढच्या अजून मोठ्या महामा…,,,
हॉलंड सरकारने सर्वोच्च पूरस्काराने सन्मानित केलेल्या भारतीय पक्षीतज्ञांचा असामान्य प्रवास,,,
भारत चीन संघर्ष सुरु झाला तर काली गुप्त हत्यार भारताकडून वापरले जाऊ शकते काली म्हणजे …,,,
दोन पाय किती विसंगत असतात एक पुढे आणि एक पाय मागे पुढच्याला गर्व नसतो मागच्याला अभिमान नसतो कारण त्याला माहित अस…,,,
आॅटोरिक्षाचे जनक तसेच थोर स्वातंत्र्यसेनानी गांधीवादी विचासरणीचे नगरचे भुषण स्वनवलमलजी फिरोदिया यांस जयंतीनिमित्त…,,,
खाउन प्या किंवा पिउन खा हे बेन जाहिराती पन ५० ५० च्या करत खरं आहे स्वभावाला औषध नाही हे २०२० साली अजुन काय काय पाहव…,,,
प्रचंड आघातांनी माणूस तेवढा खचत नाही कारण त्याच्या मनाची पूर्वतयारी झालेली असते अनपेक्षित बारीकसारीक धक्क्यांनीच माणूस ख…,,,
सीमाभागातील नागरिक हे आपलेच बांधव आहेत निपाणी बेळगावचा प्राणच मुळात कोल्हापूर आहे प्राणवायूचा पुरवठा थांबवल्यामु…,,,
माणूस भुतकाळाच्या आठवणीत आणि भविष्यकाळाच्या चिंतेत वर्तमान जगायचच विसरून जातो,,,
ची कमतरता भासणारच ना कारण सगळे बेड मध्येच तुटलेत,,,
सर्वात जास्त धावा विराट कोहली (५४१२) बळी लसीथ मलिंगा (१७०) षटकार ख्रिस गेल (३२६) चौकार शिख…,,,
हे दिवस आपल्या प्रत्येक शेतकऱ्यांच्या आयुष्यात येवो हीच प्रार्थना,,,
हे काय लावलंय आपण महाराष्ट्रात राहतो की दुसऱ्या कुण्या राज्यात आज साहेब असते तर तिथंच जिरवली असती साहेब नसले तरी…,,,
गुण नाहीं गौरव नाहीं सामर्थ्य नाहीं महत्व नाहीं कुशळता नाहीं तर्क नाहीं प्राणीमात्रांसी,,,
२१ सप्टेंबरपासून शाळा सुरु परंतु मार्गदर्शक सूचनांचे पालन अनिवार्य,,,
आयुष्यात जर काय करायचे असेल तर मग स्वःताची एक वेगळी ओळख निर्माण करायला शिका आयुष्य खूप सुंदर आहे त्यात आणखी रंग भरायला…,,,
ब्लेडचा आकार बदलत्या रूपाचा इतिहास आणि छिद्रामागचं गुपित,,,
अहो तिच्या…,,,
अशोक पाठक हे भविष्यात खूप मोठं नाव होणार आहे,,,
युनियनच्या शेकडो कामगारांचा मध्ये जाहिर प्रवेश हा बदल अपेक्षित आहे,,,
गंभीर जखम झाल्यावर जखमीला पूर्णतः शुद्धीत ठेवण्यामागे हे महत्वाचं कारण आहे,,,
मरीन पण गावभर फिरीन,,,
तिला एवढा सपोर्ट केलाच आहात तर तिला विचारलं का कि कोण करत आणि कुठून हो…,,,
पहायला मिळतात तर दुष्काळग्रस्त भागाकडेही त्यांचे लक्ष असून साली पडलेल्या दुष्काळात निजामाने रुपये खर्च…,,,
महाराष्ट्रातील तरुणांनो वेळीच सावध व्हा मोदी सरकार कड़े कंगनाला सुरक्षा द्यायला पैसे आहेत पण महाराष्ट्रातील जनते…,,,
राम कदम वागण्यात चुकले नाहीत तर बोलण्यात चुकले भाजपा मग अजित दादा तरी कुठं भक्तांच्या तोंडात धार सोडून आले होते …,,,
प्रवासावरुन केव्हा परतावे हे ज्याला कळते तोच उत्तम प्रवासी,,,
मुंबई दरवर्षी पाण्याखाली जाते लोक चेंगरून लोकलमधून पडतात खड्ड्यात बांधलेले रस्ते महापालिकेत भ्रष्टा…,,,
मुंबईसाठी भांडतोय कोण तो माणूस ज्यांना मराठी आस्मिता बोलून बाहेर कडून ठाणे विरार वसई…,,,
बाबासाहेबांनी वाचवली होती मुंबई काय आहे इतिहास वाचा सविस्तर,,,
आपल्याला काय मोराला…,,,
आशा भोसले वाढदिवसाच्या हार्दिक शुभेच्छा भूलोकीच्या गंधर्वा तू अमृत संगीत गा गा रे कोकिळा गा सप्तसुरांचा स्वर्ग…,,,
ऐश्वर्य आणि सौंदर्य यांना मदत करण्यास सर्वच झटत असतात वपु काळे,,,
म्हणजे राज्याच्या मु…,,,
अले तोलल्या विश्वासघातकी भाजपा आहे फक्त महाराष्ट्रात नाही तर संपूर्ण देशातील जनतेचा वि…,,,
भटाब्राह्मणांना बोलावून खर्चात पडून पितृपक्ष का पाळायचा? एक असाही दृष्टिकोन,,,
अहो जावू द्या ही घाण कुटे जातील गुजरात युपी की बिहार जावू…,,,
कंगना सुद्धा हृतिक रोशन ची आहे त्यामुळे सगळ्या या असतात,,,
मनुवादी मीडियाचा दोन मिनिटात बाजार उठवला हंसराज मीना यांनी रिया कंगना सुशांत फुर्र उडाले,,,
जो ब्राह्मणाला श्रमणाला किंवा दुसर्‍या एकाद्या भिक्षूला खोटे बोलून फसवतो त्याला नीच समजावे वसल सुत्त १४ सुत्तनिपात…,,,
आयपीएलमध्ये झळकावणार शतक पहा कोण आहेत ते ३ युवा भारतीय फलंदाज,,,
भिजली सुरात बुडली ही लाजवाब आशा नसानसात चढली बनुनी शराब आशा,,,
राग आणि अश्रू हे दोन्ही एकाच वेळी एखाद्या व्यक्तीवर तेव्हाच येतात जेव्हा आपल्याला त्या व्यक्तींची स्वतःहून जास्त काळजी…,,,
तुला तर माझं वय एकदम बरोबर माहितीय सांग मित्रा कस केलं तू हे साहेब माझा भाऊ अर्धा आहे त्या…,,,
समोरच्याने तर अतातायीपणा केलाच आता कंगना कस वागते हे बघायला आवडेलसंयमाने पण धुर्त वागली पाहिजे सावधान रहै सत…,,,
पर्यावरण प्रेमींना तुरुंगात डांबून आरेची झाडे रात्रीत गुपचुप चोरां सारखी तोडणारे दिवसा ढवळया…,,,
प्रचंड आघातांनी माणूस तेवढा खचत नाही कारण त्याच्या मनाची पूर्वतयारी झालेली असते अनपेक्षित बारीकसारीक धक्क्यांनीच…,,,
रामराजे आणि राहुल दोघे सोडले तर बाकी पत्रकारांनी धुनी भांडी विषयात डिप्लोमा केला आहे असं वाटतं…,,,
आपली न्यायव्यवस्था एवढी सावकाश आहे कीखटला संपता संपता आयुष्य निघून जात जस रात्रीच्या सगळ्या गोष्टी…,,,
प्रधानमंत्री नरेंद्र मोदी आज मधल्या पीएम स्वनिधी योजनेच्या लाभार्थी स्ट्रीट वेंडर्स शी व्हिडिओ कॉन्फर…,,,
शिक्षक—गण्या चुप बस नाहीतर नविन नुसार तुझ्यावर कार्यवाही होईल एक गोष्ट आहे की हे आपण बदलवू शकत नाही,,,
एखाद्या प्रथेला शास्त्राधार मिळाला तर ती अंधश्रद्धा राहत नाही वाचनीय धागा,,,
२०१६ साली भाजपचे तत्कालिन आमदार असलेल्या उन्मेष पाटील यांनी माजी सैनिक सोनू महाजन यांच्यावर तलवारीने ह…,,,
एक दिवस नेहमीप्रमाणे ऑफीसमध्ये आलेला प्रत्येक कर्मचारी समोरच्या बोर्ड वाचून आश्चर्य चकित होत होता तुमची प्रगती…,,,
ज्या महिला स्वतःच्या मतावर ठाम असतात त्यांना आधी घरातच संघर्ष करावा लागतो नंतर बाहेर,,,
सुशांत बिहारचा रिया कोलकाता कंगला हिमाचल ची आणि भांडण महाराष्ट्रात,,,
संजय निरुपम पासून ते आजपर्यंत ह्यांनी सेनेला त्रासच दिलाय मराठी माणसाला मागे सारून ह्यांचे चोचले पुरवण्यात धन्यता मानते आ…,,,
नशीबवान खूपच नशीबवान मग येतात अजूनही ची पूर्ण जाहिरात न बघणारे (कारण ते च्या बाईलवेड्या फाल…,,,
विचार करहे करतू शिकव दुसऱ्यांनातू कोणत्या विचार धारेत आहेस ते समजल आहेतु…,,,
तुमच्या दमदार खासदारला मराठीत बोलायला सांगा हिंदी बोलायची असेल तर …,,,
जाऊदे ती अँड निक्स खातील,,,
माणसाला जिथं मानसिक समाधान मिळतं तिथेच तो विसावतो स्मिता ‍,,,
फक्त हा पैशाचा डोंगर बघु नका त्याऐवजी स्वतःच्या कष्टाचा घामाचा योग्य मोबदला म्हणून एक नोट जरी भेटली ना तरी माझ्या शेतक…,,,
आरक्षणाने नोकरी पदोन्नती मिळेल पण सुसंस्कृतपणा नाही हेच माजी न्या कोळसे पाटील यांनी सप्रमाण सिद्ध केले याबद्दल त्यांचे जाहीर…,,,
मनातल्या गोष्टी मी तुला सांगणं कधीच सोडलंय आठवणींना मात्र कवितेत मी जमेल तस उतरवलंय,,,
ताई ती कंगना अगदी योग्य आहे म्हणून महाराष्ट्र तिच्या मागे आहे उगाच नको त्या मू…,,,
अंड भक्त बोला,,,
स्नेह म्हणजे जन्मजन्मांची साधलेला जीवनचा मेळ असतो त्याचा उगम शोधायचा नसतो आणि अंत कल्पायचा नसतोस्नेह केवळ अनुभव… ` सर्वात चांगला कॅरम बोर्ड कोणता? वाचा पुर्वा गोंधळी यांचे उत्तर ` झाशीची राणी लक्ष्मीबाई नेवाळकर होत्या झाशी संस्थान साम्राज्याच्या सरदाराचे होते उर्फ,,,
सार्वजनिक उपलब्ध असलेला हा व्हिडीओ सदर व्यक्तीवर ने अवैध…,,,
पूर्व गोदावरी जिल्ह्यात जिथ धर्मांतर जोरात चालू आहे तिथ लक्ष्मी नृसिंहाच्या ४० फूट उंचीच्या ६२ वर्ष जू…,,,
जसं आरोग्य सेतू तुमच्या आजूबाजूला असलेले करोना पेशंट्स दाखवतो तसं तुमच्या आजुबाजूला असलेले तमाम लाल हिरवे चमचे …,,,
रसिक मित्रांनोनमस्कार कोरोना पूर्वीच्या काळात अग्रगण्य मराठी वृत्तवाहिनी एबीपी माझा ने मला माझा कट्टा वर निमं…,,,
विषय किती वाढवायचा कुठे थांबवायचा कुठे दुर्लक्षित करायचा हे ज्याला जमतं तो कोणत्याही परिस्थतीत यशस्वी होऊ शकतो…,,,
कोरोणा लवकर घालवायचा आहे असं वाटतंय देशाचे महत्वाचे मुद्दे पुढे आणायचे असतील आर्थिक स्थिती वगैरे तर सोशल मीडिया वर प्रति…,,,
सकाळ आणि चांगल्या येण्यासाठी रात्री झालेलं बोलणं हे समाधान देणार असावं तरच सकाळी मोबाईल बघितल्यावर चेहऱ्या…,,,
नुसतं आपलं म्हणुन चालत नाही आपल्यापणाने वागताही आलं पाहिजे,,,
मला कुठे विश्व सुंदरी पाहिजे मला तर स्वप्नातली परी पाहिजे बनेल मी तिच्यासाठी कृष्णही पण राधा ती माझी बावरी पाहिजे…,,,
जेवढं मी समजलो होतो आयुष्य त्या पेक्षा खूप लहान आहे सुखाची वाट पहात झुरण्या पेक्षा प्रत्येक क्षणाचा आनंद घेत जगणे यातच ख…,,,
कंगना जी च आॅफिस टुटल की नाही याचा साठी ला मीटिंग हे आहेत मानस …,,,
एक दोन नाहीतर तब्बल ६ गोलंदाजांच्या ऍक्शनची बुमराहने केली नक्कल व्हिडिओ होतोय व्हायरल,,,
समाजहितासाठी काच फोडल्या तर अटक बाकी पक्षांच्या कार्यकर्ते ह्यांनी तिकिटासाठी काचा फोडल्या तर गप्प नक्की वाचा…,,,
पूर्णविराम म्हणजे शेवट नाही कारण आपण त्यानंतर नवीन वाक्य लिहू शकतो त्याच्या प्रमाणे जीवनात अपयश आले तर तो खराशेवट…,,,
रैना आणि हरभजनच्या अनुपस्थितही चेन्नई सुपर किंग्ज जिंकू शकेल आयपीएल ही आहेत ३ कारणे,,,
आयपीएल संघांची चिंता वाढली टी२० मालिकेत ऑस्ट्रेलिया इंग्लंडचे हे ५ खेळाडू झाले फ्लॉप,,,
लवकरात लवकर राज्यात रेल्वे सेवा सुरु करण्याबद्दल विचार करावा राज्यात महत्वाच्या शहरांना जोडणारी रेल्वेसेवा सुरु करा…,,,
संसारात आपण निर्णय घ्यायचा नाही बायकांना घ्यायला लावायचा चुकला तर त्यांचा आवाज बंद बरोबर आला तर क्रेडिट त्यांना मिळतं पण…,,,
मामा त्या कॅग बाबत बोल ना नुकसानं आमच झालाय का तोंडात पान भरलाय तो रिपोर्ट येऊन दिवस झाले की दाखव तत्परता,,,
आमचा अजिबातच भुंकत नव्हता मग मी त्याला हा चैनल दाखवला,,,
तुम्ही लोक मुंबई मध्ये येऊन इथली भाषा बोलणार नाही इथली संस्कृती आत्मसात करणार नाही तर भैय्याच बोलणार ना लायकीप्रमा…,,,
स्लो चार्ज होत आहे का तुमचा स्मार्टफोन? जाणून घ्या कारणे आणि स्वतःच करा उपाय,,,
मीडिया वाल्यांनो जास्त कंगना कंगना करू नका कंगनाच्या जागी कधी कोरोना डांग मारून जाईल कळणार पण नाही,,,
माणसाला जिवाभावाची सखी एकच तिचं नाव वेदना सुख समाधान आनंद हे सगळे ‘ बर्डस ॲाफ पॅसेज वेदना मरेपर्यंत सोबत करते तर आपण…,,,
एका राजभाषेचा मराठी माजी मुख्यमंत्रीला मराठी बोलायला येवढी लाज वाटते आता तरी मराठी जनतेने एकत्र यावे आणि या,,,
तू अजुन लहान आहे आता पावसाळी कांदा निघायला चालू आहे पावसाळी कांदा साठवता येत नसतो…,,,
कधी कोणाचं अचानक लग्न होईल आणि त्याचे फोटो बघायला मिळतील हे सांगू नाही शकत,,,
खासदार उन्मेश पाटील व इतरांनी साली माजी सैनिक सोनू महाजन यांच्यावर हल्ला केला होता,,,
जेव्हा जेव्हा मी माझ तोंड आरशात बघतो तेव्हा मला समजत की घरचे माझा फोन का करत नाहीत,,,
विराट कोहली बाबर आझमला मागे टाकत टी२०मध्ये या धडाकेबाज खेळाडूची अव्वल स्थानी झेप,,,
२००२ साली ओव्हल वर राहुल द्रविडने अप्रतिम द्विशतक (२१७) झळकवले होते ही शैलीदार खेळी कव्हर ड्राईव्ह ऑन ड्रा…,,,
भारतीय रेल्वे टाकणार कात जनरल डब्यांसह संपूर्ण गाडी एसी करण्याची योजना कमी खर्चात प्रवाशांना आणखी आरामदायी प्रवास…,,,
भारतातील सर्वात उंच व जगातील दुसर्या क्रमांकाचे महादेव मुर्ती (),,,
विरोध जास्त वाढला की ते धाडसी निर्णय घेतात हल्ला होतो बातमी येते आपणही ५ ५० जास्त मारले आणि देशप्रेमात सगळे धुंद…,,,
जिथे कानाखाली मारता येत नाही तिथं टोमणे मारून यायचं पण सोडायचं नाही,,,
काढ़ा विटामिन सी झिंक वगैरे सतत घेतल्यानंतर मित्राने विचारले तुझ्या फॅमिलीची इम्युनिटी पावर किती वाढली ?? त्यावर…,,,
एखाद्या गोष्टीचा अतिरेक म्हणचे ची जाहिरात,,,
काळीज फाटलं त्याच जेव्हा त्याला कळालं की तिच्याकडे ४ सिम कार्ड आहेत आणि याच्याकडे तिचा फक्त एकच नंबर आहे,,,
या प्रकरणात शिक्षण मंत्री यांनी दखल घेऊन बारकाईने लक्ष देऊन योग्य ती कडक कारवाई करण्यात यावी,,,
इतकं ही वाईट नजरेने नका बघु की तिला ओढणी नीट करावी लागेल,,,
हो म्हणून मनसे गप्प आहे का मुंबई च्या अपमानावर??,,,
मला पण धमकीचा फोन आला होता घरी या तुमच्याकडे बघते म्हणाली,,,
आज ‘अक्षरनामा मध्ये बरोबर ‘तीन वर्षांपूर्वी \९ सप्टेंबर २०१७ विखारी हत्यांचे असहिष्णु सोहोळे प्रवीण बर्दापूरकर,,,
नशीब की हसणं बाजारातून विकत घ्यावं लागत नाहीनाहीतर गरिबांना हे सुद्धा मिळालं नसत,,,
दुपारी जेवण्याच्या वेळी दारी आलेल्या ब्राह्मणाला किंवा श्रमणाला जो रागे भरतो व काही देत नाही त्याला नीच समजावे वसल सु…,,,
मधेच फोनं डिसकनेक्ट व्हायलेत अन हे व्ही व्ही करत दिवसभर डोक्याचा भुगा करायलेत अहो जाहिरातीला एवढा खर्चा करण्या…,,,
पर्यावरण प्रेमींना तुरुंगात डांबून आरेची झाडे रात्रीत गुपचुप चोरां सारखी तोडणारे दिवसा ढवळया झालेल्या अनधिकृत कारवाई वर रडा…,,,
तरी म्हटले भारामतीचे पाळलेले बिग्रेडी कसे भुंकले नाही कोर्टात केंद्र सरकार प्रतिवादी नाही…,,,
आम्हा मराठी लोकांना शब्द वापर्न बोहोत आवडते जस्स कोरोना फोरोना नाश्ता फास्ता लवडा लस्स…,,,
१९६६ साली छत्रपती शिवाजी महाराज या जागतिक दर्जाच्या सम्राटाचे नाव () वापरून ज्यांनी शिव सेना स्थापन केली…,,,
कोणाची घाई नि कोण संकटात? मला नाही वाटत ह्याने मराठी लोकांची काही सहानुभूती मिळेल आणि बाहेरच्यांची…,,,
प्रत्यक्ष नियंत्रण रेषेवर शांतता राखण्याबरोबरच देशाचं अखंडत्व आणि एकात्मता कायम राखण्यासाठीही कटिबद्ध असल्याची भार…,,,
लॉकडाउन मध्ये मृग नक्षत्रात मिरची सोबत ३० ४० फुटाच्या ५ पाच लाईनी कारली लावली होती निव्वळ घरी व किरकोळ विक्री साठी…,,,
२०१३ १५ १७ १९ साली जिंकली ह्या पॅटर्नला लक्षात घेता शुद्ध चा आढावा घेतल्यास एव…,,,
अध्यक्ष महोदय कुणा बाईच अनधिकृत बांधकाम पाडलं तर नवल वाटेल ऐवढा पुळका अन् आमच्या छत्रपतींनचा पुतळा बेळगावात…,,,
ह्या प्रसिध्दी साठी हपापलेले बातमी वाहिन्या आणि त्यांचे पत्रकार वृत्त निवेदक बघून मला मनापासून स्वर्गवासी नीलम यां…,,,
सध्याची आर्थिक महामंदी अधिक धोकादायक आहे की आणि साली आलेली बौद्धिक महामंदी अधिक धोकादायक आहे? आर्थिक महामंदीने…,,,
हो कित्येक वेळा च्यायला कशाला डोक्याला ताप म्हणून परत डिलीट,,,
चे ठेकेदार आता पुन्हा आरक्षणावर महाचर्चा करतील का? की तर सत्तेत कोण आहे यावर अवलंबून आहे,,,
विशिष्ट संघी नागपूरकर आणि पाकिस्तानी पंजाब्यांमध्ये हे एक खूप मोठे साम्य आहे स्वतः ची मातृभाषा सोडून उपरी गंगेच्या…,,,
साली नागपट्टणम इथल्या विष्णू मंदिरातून प्रभू श्रीराम सीता माता आणि लक्ष्मणाच्या प्राचीन आणि अत्यंत सुंदर मु…,,,
सध्या ट्वीटर ने हिंदीभाषिक ट्वीटरच्या गटात घुसुन यांची मस्ती उतरवली पाहिजेआपआपसात बाजार उठवन्या पेक्षा हिंदीभाषि…,,,
विचार न करता वाचन म्हणजे न पचवता खात सुटण,,,
आमच्या युवकांना आज ०४ एकरात १२५ लाखांच उत्पन्न निघाल हे स्टेटस ठेवायला अभिमान वाटतोय मात्र याच युवकांना स्वतः शेती…,,,
आजचा शिव दिनविशेष,,,
महाराष्ट्रात फक्त कोल्हापूर शहर असे शहर आहे जिथे ९४ मराठी भाषिक लोक राहतात नाही तर इतर जिल्ह्यांमध्ये २० ५० अमराठी लोक…,,,
आनंद हा काही भविष्यासाठी साठवून ठेवण्याची गोष्ट नाही तो आजच घेतला पाहिजे,,,
दहशतवाद्याला समर्थन देणार्याला पालकमंत्री पद ते पण मुंबईचे ह्यापेक्षा दुसरा कुठला महाराष्ट्रद्रोह…,,,
दि १५ सप्टेंबर रोजी भारतीय महिला काॅंग्रेसचा वा वर्धापन दिवस अखिल भारतीय महिला काँग्रेस अध्यक्ष मा सुष्मिता देव जी व म…,,,
तुझा चुलत भाऊ व्याजाने पैसे नेतो याचा अर्थ असा नाही कि या जगात फक्त तुझा चुलत भाऊ एकटा…,,,
तू नक्कीच हायब्रीड आहेस म्हणून ना नाव ना गाव कल्याणी फोर्ज गरवारे किर्लोस्कर माहीत नाही म्हणजे तू नाव…,,,
एक विचारू काय तुला खरं खरं सांगशील निखळ प्रेमाला माझ्या किती तू तोलशील अनवाणी पावलांचा खडतर हा प्रवास एकदाच…,,,
जेव्हा खरे आणि खोटे ओळखता येईल अक्षर तेंव्हा कुठे उद्याची पिढी होईल खरा अर्थाने साक्षर,,,
होणे कुटुंब व्यवस्थेला हादरा देणारं आहे मग ते कोणा एका साथीदाराची इच्छा आहे म्हणून किंवा परस्पर संमतीने…,,,
दादा नॉटिच आहे यात काही वाद नाही पण तिचं ऑफिस जितक्या तत्परतेने पाडलं तितकी तत्परता,,,
आरक्षण ५ न्यायमूर्तींच्या घटनापिठाकडे वर्ग शैक्षणिक प्रवेशात व नोकरभरतीत आरक्षणाला स्थगीती राज्य सरकारचे…,,,
कंगनाच बोलली सर्व काही नियमानुसार कारवाई होते बाळासाहेबाची शिवसेना राहिली नाही असे बोलणाऱ्या भि…,,,
तुम्हाला माहिती आहे वर्षात वेळा साठी झालोय आम्ही त्यात काय आम्हीही …,,,
सुशांत बिहारचा रिया बंगलोरची कंगना हिमाचल प्रदेश ची आणि भांडणं महाराष्ट्रत आर कुठ नेऊन ठेवलाय महाराष्ट्र…,,,
श्री तुकाराम महाराज गाथा अभंग क्र ४८ निंदी कोणी मारी । वंदी कोणी पूजा करी ॥१॥ मज हें ही नाहीं तें ही नाहीं । वे…,,,
ह्या मुळे आपल्या महाराष्ट्राचे नुसकान होत आहे आत्ता ह्याच्या पर्सनल वाद मुळे नॉर्थ…,,,
जगात आज पण आम्ही स्कॉटलंड यार्ड नंतर दुसरी भारी पोलिस कुठली म्हटलं तर एकच नाव निघत मुंबईपोलीस पण राजकीय नेत्यांनी त्यांचे फार…,,,
यामुळे ऑक्सफर्डच्या लशीची तिसरी आणि अंतिम चाचणी रोखण्यात आली,,,
